MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
60,3,4.23410650459726,9.14580185083861,1,2,0,1,1,0,0,14,2,1,3,5,7,5,12,11,0,0,10,10,2,573.0,1,3,4,3,3,1,6,739,5,0,318,1057,2,4,1,3,6.963189985870238,977,0,7.617759576608505,1,0,2,1,3,1,2,8,4,0,1,4,11.0,2,2,645,2,3,2,576,36,0,0,0,0,0,3,2,0,2,2,3,12.299107511497363,1,1,1
60,3,4.330733340286331,9.16858043772795,1,2,0,1,1,0,0,21,2,1,3,5,8,5,3,2,0,0,10,10,2,344.0,2,3,4,4,3,3,5,0,5,0,1143,1143,2,4,1,3,7.04141166379481,1330,0,7.813187267521416,0,0,2,1,4,1,2,9,4,1,4,5,3.0,2,3,852,2,3,2,192,151,0,0,0,0,0,4,2,0,10,2,3,12.666657052859417,1,1,1
20,3,4.23410650459726,9.898475010712584,1,2,0,1,1,0,0,8,3,1,3,3,7,5,40,21,0,0,7,7,2,287.0,1,3,2,3,3,4,6,912,5,0,1035,1947,2,2,1,3,7.699389406256737,0,0,7.699389406256737,1,0,2,0,3,1,1,7,3,1,4,4,40.0,2,2,576,2,3,2,301,0,0,0,0,0,0,4,2,0,7,2,3,12.100712129872347,1,1,1
20,3,4.276666119016055,9.274722630905451,1,2,1,1,1,0,0,14,2,1,3,3,7,5,4,4,0,0,10,10,2,167.0,2,3,4,3,3,3,6,1013,5,0,440,1453,2,4,1,3,7.2991214627108,0,0,7.2991214627108,1,0,2,0,3,1,2,7,4,0,1,4,4.0,2,2,558,2,3,2,144,29,0,0,0,0,0,4,2,0,6,2,3,12.328290278254423,1,1,1
30,1,3.8501476017100584,8.435549202375727,1,2,0,1,1,1,0,4,0,1,3,3,4,6,65,60,0,0,4,3,1,0.0,1,2,2,2,3,1,5,0,5,0,747,747,2,2,1,3,6.616065185132817,0,0,6.616065185132817,0,0,1,0,2,1,1,4,4,0,1,4,65.0,1,1,220,2,3,2,0,0,0,0,0,0,0,4,2,0,6,2,3,11.289781913656018,1,1,1
50,3,4.394449154672439,9.654577374584886,1,2,0,1,1,1,0,17,2,1,3,1,7,4,53,53,0,0,8,0,1,0.0,2,3,2,2,3,1,2,603,5,0,701,1304,1,2,1,3,7.1731917424865985,983,0,7.734996194022781,0,0,2,0,3,1,1,7,4,1,3,4,53.0,3,2,667,2,3,2,0,21,114,0,0,0,0,4,2,0,7,2,3,12.323855681186558,1,1,1
20,3,4.553876891600541,9.521568058002977,1,2,1,1,1,0,0,8,2,1,3,3,7,6,34,34,0,0,7,7,2,1115.0,1,2,2,3,3,4,4,1880,5,0,343,2223,2,4,1,3,7.706612913964197,0,0,7.706612913964197,1,0,2,0,3,1,1,8,4,2,4,4,34.0,3,2,516,2,3,2,300,0,0,0,0,0,0,4,2,0,2,2,3,12.404923504275338,1,1,1
20,3,4.23410650459726,8.935771938669784,1,2,0,1,1,1,0,9,2,1,3,3,4,6,25,1,0,0,6,7,1,0.0,1,3,2,2,3,1,4,565,5,0,280,845,2,2,1,3,6.739336627357174,0,0,6.739336627357174,1,0,1,0,2,1,1,4,4,0,1,2,20.0,1,2,360,2,3,2,0,0,0,0,0,0,0,4,2,0,6,2,3,11.771436160121729,1,1,1
60,3,4.30406509320417,9.224341891611996,1,2,1,1,1,1,0,13,2,1,3,5,7,5,11,11,0,0,10,10,2,40.0,1,3,4,3,3,1,5,0,5,0,832,832,2,3,1,3,6.785587645007929,833,0,7.4489161025442,0,0,2,1,3,1,1,7,4,1,3,4,11.0,3,2,427,2,3,2,0,94,0,0,291,0,0,4,2,0,12,2,3,12.128111104060462,1,1,1
20,3,4.442651256490317,9.230142999272362,1,2,0,1,1,0,0,8,2,1,3,3,5,7,56,7,0,0,2,1,2,104.0,1,3,2,2,3,1,4,320,1,362,404,1086,2,3,1,3,6.990256500493881,0,0,6.990256500493881,1,0,1,0,3,1,1,6,4,0,1,4,21.0,1,2,490,2,3,2,0,0,0,0,0,0,0,0,2,0,5,2,3,11.883799128308773,1,1,1
50,1,4.0943445622221,8.663887570567042,1,2,0,1,1,1,0,4,2,1,3,5,3,6,95,60,1,0,10,10,1,0.0,2,2,2,1,3,1,5,0,5,0,840,840,2,3,0,3,6.733401891837359,765,0,7.380879035564116,0,0,2,0,3,2,1,8,4,0,1,2,95.0,1,1,379,2,3,2,0,0,202,0,0,0,0,4,2,0,5,2,3,11.584315461056901,1,1,1
180,1,3.044522437723423,7.3752557780097545,1,2,0,1,1,0,0,1,2,1,1,4,4,5,36,36,0,0,9,9,1,0.0,1,3,2,3,3,4,6,462,5,0,0,462,2,2,1,3,6.26530121273771,462,0,6.895682697747868,1,0,1,0,2,1,1,5,4,0,1,5,36.0,1,1,297,2,3,2,120,101,0,0,0,0,0,0,2,0,11,2,3,11.418614785498987,1,1,1
20,3,4.23410650459726,9.044875932248651,1,2,1,1,1,0,0,8,2,1,3,3,4,7,52,52,0,0,10,10,1,0.0,1,3,2,2,3,1,4,228,5,0,724,952,2,4,1,2,6.858565034791365,0,0,6.858565034791365,0,0,1,0,2,1,1,4,4,0,1,2,52.0,1,1,283,2,3,2,0,0,0,0,0,0,0,4,2,0,4,2,3,11.818570237796182,1,1,1
50,1,3.912023005428146,9.06357899058078,1,2,0,1,1,0,0,3,2,1,3,1,5,5,60,7,0,0,2,1,1,0.0,1,3,2,2,3,1,2,336,4,41,295,672,2,2,1,3,6.977281341630747,213,0,7.158513997329321,1,0,1,0,2,1,1,6,3,0,1,2,60.0,1,1,240,2,3,2,0,0,0,0,0,0,0,2,2,0,1,2,3,11.751942365440728,1,1,1
90,3,4.276666119016055,9.285262298493443,1,2,0,1,1,0,0,6,2,1,2,3,4,5,42,42,2,0,6,5,1,0.0,1,3,2,2,3,1,5,0,5,0,1768,1768,2,2,0,3,7.477604243197589,0,0,7.477604243197589,0,0,2,0,4,2,1,8,4,0,1,0,30.0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,4,2,3,11.824079893607152,1,1,1
50,1,4.0943445622221,9.25339986143663,1,0,0,1,1,1,0,4,2,1,3,5,5,6,99,28,0,0,2,1,1,0.0,1,3,4,2,3,1,5,0,5,0,440,440,2,3,1,3,6.525029657843462,548,0,7.114769448366463,0,0,1,1,2,1,1,5,4,0,1,2,43.0,1,2,440,2,3,2,74,0,128,0,0,0,0,2,2,0,5,2,3,11.608235644774552,1,1,1
60,3,4.605170185988092,9.472704636443673,1,2,0,1,1,1,0,8,2,1,3,5,6,6,41,41,0,0,10,10,2,576.0,1,2,2,3,3,1,1,448,5,0,448,896,2,2,1,3,7.074963197966044,960,0,7.669495251007694,0,0,2,1,4,1,2,8,4,1,4,4,41.0,3,1,509,2,3,2,0,72,0,0,252,0,0,4,2,0,6,2,3,12.173032791451973,1,1,1
120,1,3.4657359027997265,8.411832675758411,1,2,0,1,1,2,0,9,2,1,4,3,6,5,8,8,2,0,10,10,2,443.0,1,2,4,4,4,1,6,1201,5,0,36,1237,2,4,1,3,7.198183577101943,0,0,7.198183577101943,1,0,2,0,2,1,1,5,4,0,1,4,8.0,3,2,405,2,3,2,0,199,0,0,0,0,0,4,2,0,3,2,3,11.941455846009388,1,1,1
20,3,4.356708826689592,9.230731061623917,1,2,0,1,1,0,0,18,2,1,3,3,8,5,1,1,0,0,10,10,4,468.0,1,3,4,3,3,1,6,33,5,0,1530,1563,2,4,1,3,7.354362330421477,0,0,7.354362330421477,0,0,2,0,3,1,2,6,4,1,4,4,1.0,2,3,758,2,3,2,144,99,0,0,0,0,0,4,2,0,10,2,3,12.409013489526863,1,1,1
20,3,4.382026634673881,9.092907275084087,1,2,1,1,1,0,0,8,2,1,3,3,5,5,47,47,0,0,4,3,0,66.0,1,3,2,2,3,1,5,0,5,0,1065,1065,2,3,1,3,6.970730078143525,0,0,6.970730078143525,0,0,1,1,3,1,1,6,4,0,1,2,33.0,1,2,461,2,3,2,74,0,0,0,0,0,0,4,2,0,7,0,3,11.747997587149712,1,1,1
80,3,4.23410650459726,9.051344640485725,1,2,1,1,1,0,0,13,2,1,3,4,7,5,14,13,0,0,6,5,2,22.0,1,3,4,3,3,1,5,0,5,0,384,384,2,3,1,3,6.6895992691789665,670,0,7.295735072749282,0,0,2,1,3,1,1,7,4,1,3,5,14.0,3,2,400,2,3,2,120,72,0,0,0,0,0,4,1,700,5,2,3,12.034691028774553,1,1,1
60,3,4.795790545596741,9.68402471906149,1,2,0,1,1,1,0,22,2,1,3,5,8,5,15,14,2,0,6,5,2,284.0,2,3,2,3,3,1,5,0,5,0,1288,1288,2,4,1,3,7.170888478512505,1116,0,7.790282380703483,0,0,2,1,4,1,2,9,4,1,3,4,15.0,1,2,462,2,3,2,127,82,0,0,0,0,0,4,2,0,4,2,3,12.468436909997665,1,1,1
60,3,4.804021044733257,9.385217621880901,1,2,3,1,1,0,0,13,2,1,3,5,6,5,4,4,0,0,10,10,1,0.0,2,3,4,3,3,3,5,0,5,0,684,684,2,4,1,3,6.52795791762255,876,0,7.352441100243583,0,0,2,1,3,1,2,6,4,1,4,5,4.0,3,2,400,2,3,2,100,38,0,0,0,0,0,4,2,0,3,2,3,12.066810578196666,1,1,1
160,4,3.6888794541139363,8.281723990411392,1,1,0,1,1,1,0,18,2,1,4,5,6,5,0,0,0,0,10,10,4,76.0,2,3,4,3,3,3,5,0,5,0,612,612,2,4,1,3,6.416732282512326,612,0,7.1098794630722715,0,0,2,1,2,1,2,4,4,0,1,2,0.0,2,2,528,2,3,2,0,234,0,0,0,0,0,4,2,0,6,3,4,12.010665849187564,1,1,1
50,0,4.653960350157523,9.0442857876461,1,2,1,1,1,1,0,0,1,0,3,1,3,2,94,27,2,0,7,7,1,0.0,0,0,2,2,2,1,5,0,5,0,1013,1013,2,2,0,3,6.920671504248683,0,513,7.330405211844402,0,0,1,0,2,1,0,6,4,0,1,0,29.0,0,0,0,0,0,0,0,0,156,0,0,0,0,2,2,0,10,1,0,11.350406535472453,1,1,1
20,3,4.0943445622221,8.995908761263994,1,2,0,1,1,0,0,14,2,1,3,3,4,5,13,12,0,0,10,10,1,0.0,1,3,4,3,3,1,6,588,5,0,402,990,2,4,1,3,6.897704943128636,0,0,6.897704943128636,1,0,1,0,3,1,1,5,4,0,1,0,27.0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,8,2,3,11.724805824005728,1,1,1
20,3,4.0943445622221,8.881836305004146,1,2,0,1,1,0,0,8,2,1,3,3,4,5,56,56,0,0,8,1,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,2,2,1,2,6.946975992135418,0,0,6.946975992135418,0,0,1,0,2,1,1,4,4,0,1,2,56.0,1,2,420,2,3,2,0,29,0,0,0,0,0,4,2,0,7,2,3,11.607326140391713,1,1,1
20,3,4.442651256490317,9.047821442478408,1,2,0,1,1,0,0,8,2,1,3,3,5,3,45,45,2,0,6,5,0,203.0,1,3,2,2,3,1,1,600,5,0,635,1235,2,2,1,3,7.118826249062078,0,0,7.118826249062078,0,0,1,0,2,1,1,6,4,0,1,4,45.0,1,2,480,2,3,2,0,0,0,0,0,0,0,0,2,0,12,2,0,11.498826540590727,1,1,1
30,3,4.382026634673881,9.500020447090638,1,0,1,3,1,0,0,16,2,1,3,3,5,7,88,3,0,0,2,1,1,0.0,1,2,1,3,3,1,4,713,5,0,163,876,2,4,1,3,6.871091294610546,0,0,6.871091294610546,1,0,1,0,2,1,1,5,4,0,1,2,88.0,1,2,432,2,3,2,0,0,44,0,0,0,0,4,2,0,8,2,3,12.004568269319446,1,1,1
190,0,4.0943445622221,8.881836305004146,1,2,0,1,1,1,0,4,2,1,0,2,6,6,97,9,2,0,4,3,1,0.0,1,3,1,2,2,2,1,1046,5,0,168,1214,1,4,0,3,7.138866999945524,1031,0,7.736743682453495,0,1,2,0,4,2,1,9,4,1,4,2,107.0,1,2,506,2,3,2,0,0,0,0,99,0,0,4,2,0,11,2,3,11.804848531679264,1,1,1
60,3,4.23410650459726,9.141740280483926,1,2,1,1,1,0,0,14,2,1,3,5,6,5,10,10,0,0,10,10,1,0.0,1,2,4,3,3,1,6,648,5,0,176,824,2,4,1,3,6.807934943699926,881,0,7.487733761436444,1,0,2,1,3,1,2,7,4,0,1,4,10.0,2,2,684,2,3,2,0,162,0,0,0,0,0,4,2,0,5,2,3,12.229545001715316,1,1,1
60,3,4.23410650459726,9.186559843310778,1,2,3,1,1,1,0,13,2,1,3,5,6,8,16,16,0,0,10,10,2,68.0,3,2,4,3,4,1,4,310,5,0,370,680,2,3,1,3,6.522092798170152,790,0,7.293017679772782,0,0,2,1,3,1,1,6,4,1,3,5,16.0,3,2,420,2,3,2,232,63,0,0,0,0,0,4,1,480,4,2,3,12.128111104060462,1,1,1
20,3,4.356708826689592,9.236397906295473,1,2,1,1,1,0,0,14,2,1,3,3,7,5,7,7,0,0,10,10,2,183.0,2,3,4,3,3,3,4,1162,5,0,426,1588,2,4,1,3,7.370230641807081,0,0,7.370230641807081,0,0,2,0,3,1,2,6,4,0,1,4,7.0,2,2,472,2,3,2,158,29,0,0,0,0,0,4,2,0,8,2,3,12.273731294003989,1,1,1
20,3,4.290459441148391,9.298442820197728,1,2,0,3,1,0,0,5,2,1,3,3,4,5,42,42,2,0,6,5,2,48.0,1,3,2,2,3,1,1,520,5,0,440,960,2,2,1,1,6.866933284461882,0,0,6.866933284461882,1,0,1,0,3,1,1,6,4,0,1,4,42.0,3,1,432,2,3,1,120,0,0,0,0,0,0,4,2,0,5,2,3,11.458997122944673,1,1,1
30,3,4.442651256490317,9.270964993792617,1,2,0,1,1,1,0,5,2,1,3,3,5,5,90,60,0,0,2,1,1,0.0,1,3,1,2,3,1,4,108,5,0,350,458,2,1,0,3,6.727431724850855,0,0,6.727431724850855,0,0,1,0,2,1,1,5,4,0,1,3,90.0,1,1,366,1,3,2,0,0,77,0,0,0,0,4,1,400,5,0,0,11.326595886778735,1,1,1
20,3,4.343805421853684,9.139917907679637,1,2,1,1,1,0,0,8,2,1,3,3,4,5,51,51,0,0,7,7,1,0.0,1,3,2,2,3,1,4,569,5,0,381,950,2,1,1,3,7.110696122978827,0,0,7.110696122978827,1,0,1,1,3,1,1,6,4,0,1,0,30.0,0,0,0,0,0,2,352,0,0,0,0,0,0,4,1,400,1,2,3,11.76718001130949,1,1,1
20,3,4.23410650459726,9.268892258925797,1,2,1,1,1,0,0,12,2,1,3,3,6,7,33,9,0,0,7,7,2,28.0,1,3,4,2,3,2,4,1200,5,0,410,1610,2,3,1,3,7.383989457978509,0,0,7.383989457978509,1,0,2,0,3,1,2,6,4,2,3,4,33.0,2,2,480,2,3,2,168,68,0,0,0,0,0,4,2,0,2,2,3,12.230765258120545,1,1,1
60,3,4.343805421853684,9.127610724377186,1,2,0,1,1,0,0,10,2,1,3,5,6,5,25,25,0,0,6,5,2,336.0,2,3,2,3,3,1,5,0,5,0,741,741,2,2,1,3,6.884486652042782,755,0,7.4570320891223805,0,0,2,1,3,1,2,7,4,1,3,4,25.0,3,2,476,2,3,2,192,46,0,0,0,0,0,4,2,0,6,2,3,12.089538829274222,1,1,1
90,3,4.1588830833596715,8.85623355614316,1,2,0,0,1,0,0,10,2,1,2,3,5,5,30,30,0,0,6,5,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,1,3,7.336285660021297,0,0,7.336285660021297,0,0,2,0,4,2,1,8,4,0,1,4,30.0,1,2,410,2,3,2,0,0,0,0,0,0,0,4,2,0,6,2,1,11.686576205316552,1,1,1
20,3,4.543294782270004,9.249753374333018,1,2,1,1,1,1,0,14,2,1,3,3,7,5,1,1,0,0,10,10,1,0.0,1,3,4,3,3,1,5,0,5,0,1226,1226,2,4,1,3,7.111512116496157,0,0,7.111512116496157,0,0,2,0,3,1,2,6,4,0,1,4,1.0,2,3,740,2,3,2,0,36,0,0,0,0,0,4,2,0,5,2,3,12.200557464842063,1,1,1
50,1,4.23410650459726,8.956479847999912,1,2,0,1,1,1,0,0,2,1,3,1,7,4,76,57,0,0,5,2,2,600.0,1,0,4,2,3,1,3,224,5,0,816,1040,2,4,1,1,7.111512116496157,592,0,7.505492274737424,0,0,1,1,4,1,1,7,4,2,3,2,56.0,1,1,240,2,3,2,0,0,0,0,184,0,0,4,2,0,6,2,3,12.040608205802641,1,1,1
60,4,4.31748811353631,9.14580185083861,1,2,0,1,1,0,0,18,2,1,3,5,8,5,5,4,2,0,10,10,2,768.0,2,3,4,4,3,1,5,0,5,0,1053,1053,2,4,1,3,6.959398512133975,939,0,7.596894438144544,0,0,2,1,3,1,2,9,4,1,4,4,5.0,2,2,648,2,3,2,140,45,0,0,0,0,0,4,2,0,8,2,3,12.429216196844383,1,1,1
30,1,4.0943445622221,9.287301413112312,1,0,0,1,1,0,0,4,2,1,3,3,4,7,122,12,1,0,10,10,1,0.0,1,3,1,1,3,1,5,0,5,0,641,641,2,3,1,3,6.953684210870537,0,0,6.953684210870537,0,0,1,0,2,1,1,6,4,0,1,2,53.0,1,1,273,1,1,0,0,0,0,0,0,0,0,4,1,450,8,2,3,11.512925464970229,1,1,1
20,1,3.912023005428146,8.699514748210191,1,2,0,1,1,0,0,4,2,1,3,3,5,5,60,58,0,0,10,10,1,0.0,1,3,2,2,3,1,4,104,1,169,516,789,2,4,1,3,6.670766320845874,0,0,6.670766320845874,0,0,1,0,2,1,1,5,4,0,1,2,60.0,1,1,250,2,3,2,0,0,0,0,0,0,0,4,2,0,4,2,4,11.652687407345388,1,1,1
50,1,4.442651256490317,9.047821442478408,1,2,0,1,1,1,0,0,0,1,3,1,5,7,88,2,0,0,9,9,1,0.0,1,3,2,2,3,1,5,0,5,0,793,793,1,2,0,1,6.904750769961838,520,0,7.324489979348532,0,0,2,0,3,1,0,7,4,0,1,0,27.0,0,0,0,0,0,0,0,0,144,0,0,0,0,4,2,0,8,2,3,11.652687407345388,1,1,1
20,3,4.653960350157523,9.371693622333941,1,2,1,1,1,0,0,12,2,1,3,3,6,6,33,33,2,0,7,7,2,480.0,1,3,2,3,3,1,2,705,5,0,1139,1844,2,4,1,3,7.519692404116539,0,0,7.519692404116539,0,0,2,0,3,1,1,7,4,1,3,4,33.0,2,2,546,2,3,2,0,122,0,0,0,0,0,2,2,0,1,0,3,12.154779351142624,1,1,1
50,3,4.31748811353631,9.161675199994901,1,2,0,1,1,0,0,5,2,1,3,1,6,4,52,34,0,0,2,1,1,0.0,1,3,2,2,2,1,1,444,5,0,550,994,2,3,1,3,7.103322062526113,639,0,7.5256399750415355,0,0,2,0,4,1,1,7,4,0,1,4,52.0,1,1,325,2,3,2,182,0,0,0,0,0,0,4,2,0,10,2,3,11.82700601127654,1,1,1
80,3,4.23410650459726,8.955448122347393,1,2,1,1,1,0,0,13,2,1,3,4,7,5,10,10,0,0,10,10,1,0.0,1,3,4,3,3,1,6,250,5,0,134,384,2,4,1,3,6.651571873589727,656,0,7.265429723253953,0,0,2,1,3,1,1,7,4,1,3,5,10.0,3,2,400,2,3,2,180,0,0,0,0,0,0,4,2,0,4,2,3,12.100712129872347,1,1,1
60,3,4.343805421853684,9.206834232646894,1,2,0,1,1,0,0,14,2,1,3,5,7,5,0,0,0,0,10,10,4,220.0,2,3,4,4,3,3,6,984,5,0,280,1264,2,4,1,3,7.156176637480615,1414,0,7.899524472032198,1,0,2,1,4,1,3,10,4,1,4,5,0.0,3,3,792,2,3,2,120,184,0,0,168,0,0,4,2,0,10,3,4,12.858319703517948,1,1,1
20,3,4.23410650459726,9.95227771670556,1,2,0,0,1,1,0,16,2,1,3,3,6,5,54,54,2,0,2,1,2,184.0,1,2,2,3,3,2,4,35,2,869,905,1809,2,2,1,3,7.7226775164680035,0,0,7.7226775164680035,1,0,2,0,3,1,2,7,4,2,4,3,54.0,1,2,450,2,3,2,166,120,192,0,0,0,0,2,2,0,10,0,0,12.287652632522597,1,1,1
70,3,4.110873864173311,8.889997357284841,1,2,1,1,1,0,1,16,2,1,3,5,6,8,62,5,1,0,2,1,1,0.0,1,3,2,2,3,1,4,774,3,150,104,1028,2,4,1,3,7.269616749608169,884,0,7.749322464660356,1,0,2,1,3,1,2,9,4,1,3,2,62.0,1,1,180,2,3,2,224,0,0,0,0,0,0,2,2,0,7,2,3,12.46651198158808,1,1,1
160,4,3.5263605246161616,8.080237416216702,1,1,0,1,1,1,0,18,2,1,4,5,6,5,8,8,0,0,4,3,2,1129.0,1,3,4,3,3,1,6,419,5,0,310,729,2,3,1,3,6.591673732008658,729,0,7.284820912568604,0,0,2,1,2,1,1,5,4,1,2,2,8.0,1,2,440,2,3,2,0,32,0,0,0,0,0,4,2,0,6,2,3,12.078239274020289,1,1,1
20,3,4.23410650459726,9.360138737064577,1,2,0,1,1,0,0,6,2,1,3,3,5,5,47,47,0,0,2,1,2,116.0,1,3,2,2,3,1,3,170,1,670,252,1092,2,2,1,3,6.9957661563048505,0,0,6.9957661563048505,0,1,1,0,3,1,1,6,4,1,0,4,47.0,1,1,288,2,3,2,0,20,144,0,0,0,0,4,2,0,9,2,3,11.842229212112828,1,1,1
20,3,4.30406509320417,9.05204779298159,1,2,0,1,1,1,0,5,2,1,3,3,5,5,1,0,0,0,10,10,1,0.0,1,3,4,3,3,1,5,0,5,0,1125,1125,2,3,1,3,7.025538314638521,0,0,7.025538314638521,0,0,1,1,2,1,1,5,4,0,1,4,0.0,1,2,430,2,3,2,80,64,0,0,0,0,0,4,2,0,4,3,4,11.951180395901384,1,1,1
60,3,4.499809670330265,9.423514392252901,1,2,0,1,1,1,0,10,2,1,3,5,7,5,20,20,2,0,7,7,1,0.0,1,3,4,3,3,2,6,1470,5,0,203,1673,2,3,1,3,7.4377951216719325,1523,0,8.07775756373692,1,0,3,0,5,1,2,11,4,2,3,4,20.0,1,3,594,2,3,2,367,0,0,0,0,0,0,4,2,0,5,2,3,12.676076274775909,1,1,1
60,3,4.174387269895637,9.0432226489245,1,2,0,1,1,0,0,14,2,1,3,5,6,5,1,0,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,728,728,2,4,1,3,6.590301048196686,728,0,7.283448228756631,0,0,2,1,3,1,2,8,4,1,4,4,1.0,3,2,390,2,3,2,0,24,0,0,0,0,0,4,2,0,7,3,4,12.007560729337492,1,1,1
80,3,4.23410650459726,9.973619774716505,1,2,1,2,1,4,2,17,2,1,3,4,6,5,37,37,1,1,7,7,1,0.0,1,3,2,2,3,4,4,938,5,0,0,938,2,4,1,3,6.895682697747868,0,0,6.895682697747868,1,0,1,0,1,1,1,4,4,2,3,4,37.0,1,2,540,2,3,2,0,130,0,130,0,0,0,4,2,0,10,2,3,12.100712129872347,1,1,1
50,1,3.912023005428146,8.70946507906336,1,2,0,1,1,0,0,0,2,1,3,1,4,5,68,57,0,0,0,0,1,0.0,1,3,4,2,3,1,5,0,5,0,732,732,2,3,1,3,6.648984550024776,351,0,7.023758954738443,0,0,1,0,3,1,1,4,4,0,1,2,28.0,1,1,264,2,3,1,0,0,140,0,0,0,0,2,2,0,6,2,3,11.512925464970229,1,1,1
20,3,4.31748811353631,9.155250405658222,1,2,0,1,1,1,0,8,2,1,3,3,6,7,50,50,2,0,4,3,2,135.0,1,2,2,2,3,1,2,570,5,0,510,1080,2,3,1,3,6.984716320118266,0,0,6.984716320118266,0,0,1,0,3,1,1,5,4,0,1,4,50.0,1,1,288,2,3,2,0,0,0,0,130,0,0,4,2,0,6,2,3,11.820410164718188,1,1,1
120,3,4.007333185232471,8.973604867142505,1,2,0,1,1,0,0,10,2,1,4,3,6,5,15,15,0,0,7,7,1,0.0,2,3,4,3,3,1,6,300,5,0,899,1199,2,4,1,3,7.089243155027514,0,0,7.089243155027514,0,0,2,0,2,1,2,5,4,0,1,4,15.0,2,2,530,2,3,2,0,63,0,0,0,0,0,4,2,0,3,2,3,11.94405831982697,1,1,1
20,3,3.871201010907891,9.743494841225237,1,2,1,1,1,4,0,12,2,1,3,3,6,5,30,11,0,0,6,5,1,0.0,1,2,2,3,2,1,5,0,5,0,1362,1362,2,2,1,3,7.368970402194793,0,0,7.368970402194793,0,0,2,0,3,1,1,7,4,1,3,4,30.0,1,2,435,2,3,2,192,0,0,0,0,0,0,4,2,0,1,2,3,12.106252310247962,1,1,1
190,1,4.0943445622221,8.821732380934442,1,2,0,1,1,0,0,0,2,1,0,1,6,8,71,24,0,0,2,1,1,0.0,1,0,2,2,3,3,6,490,5,0,30,520,2,3,0,3,6.253828811575473,0,234,6.625392368007956,1,0,1,0,2,1,1,5,4,0,1,0,26.0,0,0,0,0,0,0,53,0,0,0,0,0,0,4,2,0,6,2,3,11.344506813345266,1,1,1
120,3,4.23410650459726,8.502688505213357,1,2,1,1,1,0,0,11,2,1,4,3,6,5,31,31,0,0,7,7,1,0.0,1,3,2,3,3,1,4,120,5,0,958,1078,2,2,1,3,6.86484777797086,0,0,6.86484777797086,0,0,2,0,2,1,1,5,4,1,3,4,30.0,2,2,440,2,3,2,0,205,0,0,0,0,0,4,2,0,2,2,3,11.759785542901755,1,1,1
45,1,4.007333185232471,8.38662882139512,1,2,1,0,1,0,0,4,1,1,3,2,5,7,77,57,0,0,3,1,1,0.0,1,2,1,2,3,1,3,116,5,0,556,672,2,4,1,3,6.733401891837359,0,0,6.733401891837359,0,0,1,0,3,1,1,5,4,1,3,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,2,3,11.37366339763672,1,1,1
60,3,4.23410650459726,8.934586870389676,1,2,0,1,1,0,0,8,5,1,3,5,6,5,40,40,0,0,10,10,2,266.0,1,3,2,2,3,1,2,512,5,0,148,660,2,2,1,3,6.492239835020471,688,0,7.206377291472252,0,0,1,1,3,1,1,6,4,1,2,4,40.0,2,2,453,2,3,2,188,108,0,0,0,0,0,4,2,0,7,2,3,11.951180395901384,1,1,1
20,3,4.23410650459726,9.101975347298058,1,2,0,1,1,0,0,8,2,1,3,3,5,7,48,15,0,0,7,7,2,85.0,1,3,2,2,3,1,1,567,1,28,413,1008,2,2,1,2,6.959398512133975,0,0,6.959398512133975,0,1,1,1,3,1,3,6,4,0,1,1,8.0,2,2,750,2,3,2,0,80,0,180,0,0,0,1,2,0,7,2,0,11.918390573078392,1,1,1
60,3,4.477336814478207,9.560997243589352,1,2,0,1,1,1,0,8,2,1,3,5,7,6,40,40,0,0,4,3,2,309.0,1,3,2,2,3,1,1,445,5,0,479,924,2,4,1,3,7.103322062526113,941,0,7.676473646389156,0,0,2,1,4,1,2,8,4,2,4,4,40.0,3,2,487,2,3,2,105,66,0,0,0,0,0,3,2,0,5,2,3,12.328290278254423,1,1,1
